"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"AJ5",77,102.071428571429,25.6568144499179,0.961024,3.6612660201275,25.425500955994,10,0.998025974025974,0.842870631752443,0.333205382466466,0.417813473586016,0.506289473684211,0.094,0.168,47,0.094,0.038976,0.304,0.994289312977099,2.03150325193689,0,0.474
"AJ6",74,95.2307692307692,16.6911470156229,0.940088,3.49541541739088,23.9988246039925,8,0.996054054054054,0.812119552492343,0.225556040751661,0.431386018320842,0.495945205479452,0.194,0.254,97,0.194,0.059912,0.126,0.994790839694657,2.0283894214462,0,0.578
"AJ7",60,88.875,12.952025696819,0.922792,3.21334378183808,17.8029306647198,6,1,0.784824953787992,0.215867094946983,0.374384506899142,0.492203389830509,0.208,0.34,104,0.208,0.077208,0.17,0.996057251908397,2.02484833724115,0,0.614
"AJ8",70,99.5454545454545,17.3731758165393,0.94244,3.4020911060267,22.151546426412,6,1,0.80077554809397,0.248188225950561,0.398660133262573,0.473333333333333,0.148,0.254,74,0.148,0.05756,0.134,0.995413740458016,2.03576897368854,0,0.524
"AJ9",62,83.375,22.202486678508,0.95496,3.47821158438406,18.6422139060713,9,1,0.842766738342119,0.358104623846903,0.384113431484301,0.512852459016393,0.12,0.188,60,0.12,0.04504,0.218,0.995308396946564,1.9935142473664,0,0.494
"AK1",48,65,9.50209045990118,0.89476,2.74925691411808,13.0818341467569,4,1,0.710181906434591,0.197960217914608,0.321105424046515,0.352,0.226,0.368,113,0.226,0.10524,0.672,0.997577099236642,2.04781336536885,0,0.21
"AK10",78,100.555555555556,21.3456284153005,0.953152,3.5639898969027,25.9089907745486,8,1,0.818046382872635,0.273661902760263,0.41747933578374,0.487012987012987,0.108,0.214,54,0.108,0.046848,0.294,0.994662595419848,2.05108592986736,0,0.574
"AK11",66,109.153846153846,2.22471390179223,0.550504,1.90374079161462,20.3662684625684,1,0.994151515151515,0.454390852906851,0.0337077863907914,0.51372232690809,0.318584615384615,0.668,0.69,334,0.668,0.449496,0.064,0.997449618320611,2.06077693555712,0,0.202
"AK12",64,116.8,2.1122000675904,0.52656,1.82250133754406,19.4966321024201,1,1,0.438218940281385,0.0330031260561,0.517677747430688,0.309333333333333,0.686,0.708,343,0.686,0.47344,0.082,0.997577862595421,2.06073477839698,0,0.196
"AK2",99,156,30.7049864898059,0.967432,3.94692193330567,37.0126351988322,13,0.976565656565657,0.858937756147985,0.310151378684908,0.485782449220801,0.550183673469388,0.094,0.18,47,0.094,0.032568,0.212,0.992103053435116,2.05205633161576,0,0.738
"AK3",64,77.5714285714286,18.0401212296147,0.944568,3.38725902749652,19.4966321024201,7,1,0.814463633529267,0.281876894212729,0.389815651582502,0.493333333333333,0.152,0.24,76,0.152,0.055432,0.382,0.995596183206107,2.03926993177836,0,0.49
"AK4",58,73.3,6.24095062159868,0.839768,2.70768571101984,16.9787193852669,2,1,0.666844899432652,0.107602596924115,0.427216052915172,0.396280701754386,0.346,0.514,173,0.346,0.160232,0.66,0.997014503816794,2.05773402092566,0,0.292
"AK5",69,79.5,25.5676007363469,0.960888,3.65899483529188,21.6994467219274,10,0.998028985507246,0.864171657306934,0.370544938207926,0.466284798004137,0.562529411764706,0.094,0.184,47,0.094,0.039112,0.208,0.994268702290075,2.03319554516716,0,0.71
"AK6",78,101.076923076923,17.7657760090961,0.943712,3.57105999901119,25.9089907745486,8,0.998025641025641,0.819669190911854,0.227766359090975,0.454062717868221,0.52025974025974,0.184,0.256,92,0.184,0.056288,0.13,0.994325954198475,2.0442733879848,0,0.686
"AK7",62,91.25,8.45279956721666,0.881696,2.7755727474367,18.6422139060713,3,1,0.672518141762998,0.136335476890591,0.393728636877165,0.358426229508197,0.21,0.384,105,0.21,0.118304,0.572,0.997034351145039,2.05823878018824,0,0.394
"AK8",59,60.75,26.1123877167328,0.961704,3.58824984673851,17.388945567756,9,1,0.880004143702347,0.442582842656488,0.481991584634087,0.582,0.082,0.158,41,0.082,0.038296,0.332,0.994759541984733,2.00985445185434,0,0.492
"AK9",60,70.9090909090909,17.0276529083231,0.941272,3.34601715893392,17.8029306647198,7,1,0.817229011404442,0.283794215138719,0.39887759957717,0.500338983050848,0.16,0.26,80,0.16,0.058728,0.134,0.995754961832061,2.00836139517676,0,0.762
"AL1",37,58,5.0609336410381,0.802408,2.17695709261331,9.22460118343268,2,1,0.602881911269802,0.136781990298327,0.297279005012066,0.301277777777778,0.322,0.598,161,0.322,0.197592,0.42,0.998525190839695,2.04642347378027,0,0.518
"AL10",32,49.1,1.23387327627903,0.189544,0.652551543453414,7.6212341912171,1,1,0.188286575132936,0.0385585398837198,0.434605608791458,0.103225806451613,0.9,0.91,450,0.9,0.810456,0.924,0.999361832061068,2.06003294719768,0,0.0459999999999999
"AL11",175,330.2,54.0423692174665,0.981496,4.59198038355894,95.7108840127106,23,0.889051428571429,0.88909403153265,0.308813538385523,0.630305563370642,0.58764367816092,0.074,0.122,37,0.074,0.018504,0.16,0.98388244274809,2.05963001590633,0,0.714
"AL12",81,108.083333333333,27.5269764369082,0.963672,3.75777078257412,27.383478815112,10,0.971456790123457,0.855117592742798,0.339839215270471,0.453190791324652,0.544325,0.092,0.168,46,0.092,0.036328,0.3,0.99364961832061,2.05139896384857,0,0.536
"AL2",94,138.4,19.8129656046917,0.949528,3.69003565968333,34.1998751603173,8,0.976893617021277,0.812193757288988,0.210776229837146,0.483048788620824,0.502838709677419,0.142,0.248,71,0.142,0.050472,0.268,0.993368702290077,2.05423403051725,0,0.39
"AL3",80,109.176470588235,7.36811081638668,0.86428,3.0107867225879,26.887963010414,3,1,0.687076317328675,0.0921013852048335,0.484603930634011,0.42379746835443,0.32,0.466,160,0.32,0.13572,0.096,0.995590839694657,2.05685577523038,0,0.846
"AL4",100,153.714285714286,11.4270042965536,0.912488,3.37766627451228,37.588346078151,4,0.9905,0.733450912365698,0.114270042965536,0.509087887889047,0.438383838383838,0.238,0.336,119,0.238,0.087512,0.562,0.994016793893127,2.05982724834493,0,0.366
"AL5",94,105.206896551724,11.5122490329711,0.913136,3.56786154901803,34.1998751603173,8,0.959255319148936,0.78530267570166,0.122470734393309,0.544557364917313,0.520301075268817,0.272,0.326,136,0.272,0.086864,0.43,0.993090839694656,2.05239867743426,0,0.436
"AL6",91,112.12,9.34090569421611,0.892944,3.32121893671578,32.5640235393507,5,0.962813186813187,0.736271863913652,0.102647315321056,0.5129387942757,0.457866666666667,0.296,0.384,148,0.296,0.107056,0.422,0.994297709923664,2.05620951321566,0,0.486
"AL7",46,71.6666666666667,2.17206206884568,0.539608,1.65050986666254,12.3470586394951,1,1,0.431095445025506,0.04721874062708,0.404119397031622,0.261155555555556,0.672,0.736,336,0.672,0.460392,0.788,0.998550381679389,2.05932842647142,0,0.104
"AL8",42,59.1428571428571,4.19575725026853,0.761664,2.17216156056799,10.9220489157017,2,1,0.58115397624834,0.0998989821492507,0.343211839750271,0.308780487804878,0.444,0.596,222,0.444,0.238336,0.594,0.998333587786259,2.05792558293552,0,0.114
"AL9",54,81.6,7.68096350006145,0.869808,2.74792988913652,15.3752619859277,3,1,0.688879638790064,0.142240064815953,0.343423482720099,0.399094339622641,0.274,0.474,137,0.274,0.130192,0.454,0.997332824427481,2.03056724804384,0,0.2
"AM1",52,60.6666666666667,3.25224404839339,0.69252,2.31394588690692,14.5959186261464,1,0.994115384615385,0.585624692302622,0.062543154776796,0.469798258126976,0.415372549019608,0.548,0.584,274,0.548,0.30748,0.118,0.997306106870229,2.03885062490192,0,0.19
"AM10",36,47.3333333333333,1.32006927723567,0.242464,0.829923453521586,8.8963555969873,1,1,0.231594549317254,0.0366685910343241,0.468578069411412,0.133714285714286,0.87,0.878,435,0.87,0.757536,0.044,0.999164885496183,2.06032991692065,0,0.038
"AM11",66,73.3333333333333,28.7753222836096,0.965248,3.6969796249389,20.3662684625684,11,1,0.882406750096733,0.435989731569842,0.476683095059703,0.587938461538462,0.08,0.154,40,0.08,0.034752,0.248,0.994145801526718,2.00654772754019,0,0.42
"AM12",55,59.125,3.31397969193245,0.698248,2.33732656580314,15.7705219969817,1,1,0.583262348740174,0.0602541762169536,0.484062789106871,0.400185185185185,0.542,0.588,271,0.542,0.301752,0.114,0.99723282442748,2.05188227912674,0,0.216
"AM2",67,80.9090909090909,13.3976420150054,0.92536,3.29569363205608,20.8068199007886,5,1,0.783813213088916,0.19996480619411,0.443718527132709,0.492151515151515,0.188,0.32,94,0.188,0.07464,0.252,0.995503816793892,2.04692748172222,0,0.314
"AM3",64,76,24.4045294806716,0.959024,3.60945514319647,19.4966321024201,10,1,0.867890505900118,0.381320773135494,0.434423766202913,0.586031746031746,0.114,0.208,57,0.114,0.040976,0.23,0.994506870229007,1.98942056772486,0,0.446
"AM4",65,80,13.9914931721513,0.928528,3.43080183692274,19.9295428722381,8,1,0.821869561950947,0.21525374111002,0.471163054943162,0.566875,0.23,0.29,115,0.23,0.071472,0.188,0.994845801526719,2.04244405488381,0,0.356
"AM5",62,132.125,2.73027106131097,0.633736,2.03749975997459,18.6422139060713,1,0.994096774193548,0.493683890536152,0.0440366300211446,0.456743053473142,0.311540983606557,0.594,0.696,297,0.594,0.366264,0.048,0.997674045801526,2.06030665720221,0,0.28
"AM7",51,68.7692307692308,1.99664563533264,0.49916,1.61425422852887,14.2118268069773,1,0.998039215686275,0.410560991080972,0.0391499144182871,0.469909104240889,0.25624,0.704,0.758,352,0.704,0.50084,0.078,0.998304580152671,2.05973984972588,0,0.112
"AM8",62,84.75,18.1659642493824,0.944952,3.50307090988001,18.6422139060713,9,0.996064516129032,0.848790124831793,0.292999423377135,0.462455961651896,0.58727868852459,0.18,0.258,90,0.18,0.055048,0.142,0.994793129770992,2.02785624216966,0,0.366
"AM9",88,115.1875,17.5981979445305,0.943176,3.64402161653782,30.9663002914233,9,0.951477272727273,0.813881503119059,0.199979522096937,0.483400740235343,0.514390804597701,0.186,0.272,93,0.186,0.056824,0.09,0.99363358778626,2.04725094867184,0,0.456
"AN1",88,121.055555555556,8.59047488145145,0.883592,3.27280060747153,30.9663002914233,5,0.998022727272727,0.73097038330652,0.0976190327437664,0.498013198201315,0.475310344827586,0.31,0.422,155,0.31,0.116408,0.548,0.994474045801526,2.05794552021652,0,0.352
"AN10",47,64.1,2.69460432430102,0.628888,1.8919844255885,12.7125915328151,1,1,0.491405686563333,0.0573320069000217,0.403291307717032,0.281086956521739,0.596,0.686,298,0.596,0.371112,0.846,0.998324427480915,2.05640298922002,0,0.11
"AN11",88,126.153846153846,29.2602996254682,0.965824,3.81726066314184,30.9663002914233,10,0.994068181818182,0.852573934308024,0.332503404834866,0.456610579311314,0.52864367816092,0.074,0.148,37,0.074,0.034176,0.154,0.993235877862595,2.03257304599522,0,0.66
"AN12",97,130.47619047619,18.1976998107439,0.945048,3.66270149239827,35.8744432504567,7,0.965731958762887,0.80064106991881,0.187605152688082,0.497099921359189,0.502125,0.142,0.274,71,0.142,0.054952,0.496,0.99328320610687,2.05606865584801,0,0.4
"AN2",72,139.363636363636,8.19779643231899,0.878016,2.88277569827792,23.067382512027,3,0.998027777777778,0.674070787396695,0.113858283782208,0.403111117983293,0.353802816901408,0.27,0.446,135,0.27,0.121984,0.592,0.996613740458015,2.0565254320266,0,0.344
"AN3",82,93.4,22.6736803918012,0.955896,3.76748007110316,27.8830373143265,11,0.990121951219512,0.854939890586871,0.27650829746099,0.50893918173437,0.566814814814815,0.16,0.21,80,0.16,0.044104,0.4,0.993190076335878,2.03786947369253,0,0.428
"AN4",41,64.75,2.34980073689751,0.574432,1.70657480304805,10.5750911470184,1,1,0.459550743164273,0.0573122130950612,0.351409407360885,0.2878,0.644,0.714,322,0.644,0.425568,0.8,0.998669465648855,2.04916945761115,0,0.14
"AN5",71,98.0833333333333,7.62613629430785,0.868872,3.07025630941697,22.6075206068294,5,0.986253521126761,0.720264340269438,0.107410370342364,0.442550141761743,0.4512,0.338,0.392,169,0.338,0.131128,0.334,0.99579541984733,2.05050034209266,0,0.27
"AN6",82,107.833333333333,18.8480096501809,0.946944,3.52746491729624,27.8830373143265,7,1,0.80047416669127,0.229853776221719,0.438241428285705,0.470864197530864,0.136,0.234,68,0.136,0.053056,0.548,0.994615267175574,2.05273610134311,0,0.342
"AN7",97,146.789473684211,6.72296025385898,0.851256,3.21921931553232,35.8744432504567,5,0.959752577319588,0.703698950744532,0.0693088685964843,0.527182744665732,0.467145833333333,0.372,0.42,186,0.372,0.148744,0.196,0.99403282442748,2.05709875545618,0,0.356
"AN8",41,53,6.23379214043487,0.839584,2.39161139670484,10.5750911470184,3,1,0.644019115220061,0.152043710742314,0.29948639967783,0.32875,0.318,0.494,159,0.318,0.160416,0.806,0.998247328244275,2.04138290198097,0,0.164
"AN9",52,85.3333333333333,5.99261709573805,0.833128,2.51977956620401,14.5959186261464,2,1,0.637718082120396,0.115242636456501,0.341672604062011,0.34321568627451,0.352,0.5,176,0.352,0.166872,0.79,0.997785496183206,2.05254838756442,0,0.0920000000000001
"AO1",115,148.913043478261,42.5459496255956,0.976496,4.20829360812593,46.7716618403923,16,0.968834782608696,0.886902803724099,0.369964779353006,0.544453552365422,0.57859649122807,0.084,0.124,42,0.084,0.023504,0.252,0.98986717557252,2.04689740251298,0,0.644
"AO10",66,89.0769230769231,4.67412033055379,0.786056,2.67150835360986,20.3662684625684,2,0.988181818181818,0.637644034677121,0.0708200050083907,0.447400320297189,0.402461538461538,0.448,0.512,224,0.448,0.213944,0.71,0.996662595419847,2.05315111858229,0,0.226
"AO11",74,95.4285714285714,19.9107996177126,0.949776,3.50885074786839,23.9988246039925,7,0.996054054054054,0.815241096936156,0.26906485969882,0.421909792990702,0.488328767123288,0.116,0.222,58,0.116,0.050224,0.336,0.994924427480916,2.04794354162759,0,0.528
"AO12",108,149.352941176471,40.956749672346,0.975584,4.14850671882032,42.3560864502635,16,0.980666666666667,0.886029570206717,0.379229163632833,0.526319028933374,0.585719626168224,0.082,0.126,41,0.082,0.024416,0.132,0.99053358778626,2.05120199105922,0,0.692
"AO2",76,86.5,8.33333333333333,0.88,3.2077371495733,24.9459870630686,6,0.998026315789474,0.740691448197365,0.109649122807018,0.478107516829542,0.47392,0.324,0.394,162,0.324,0.12,0.522,0.995103816793893,2.02451461936818,0,0.35
"AO3",101,144,22.843567251462,0.956224,3.78121772816998,38.1684992986113,9,0.986376237623762,0.819310723170014,0.226173933182792,0.479828181055876,0.49826,0.122,0.222,61,0.122,0.043776,0.154,0.992881679389313,2.05026190872933,0,0.69
"AO4",132,209.538461538462,44.8671931083991,0.977712,4.2554566135486,58.5078410990692,15,0.959439393939394,0.871519402387416,0.339902978093933,0.534926478626436,0.531297709923664,0.052,0.1,26,0.052,0.022288,0.19,0.98916488549618,2.05424967361374,0,0.654
"AO5",111,160.04347826087,32.9641350210971,0.969664,4.00294289847607,44.2200000158394,11,0.99218018018018,0.849966499282802,0.296974189379253,0.500782137706406,0.518927272727273,0.076,0.146,38,0.076,0.030336,0.212,0.991505343511452,2.05411558494893,0,0.65
"AO6",67,105.75,5.04154230862305,0.801648,2.69906556663411,20.8068199007886,3,0.998029850746269,0.641917450561479,0.0752469001287023,0.416796924275987,0.383909090909091,0.428,0.496,214,0.428,0.198352,0.72,0.996752671755726,2.04692748172222,0,0.222
"AO7",75,119.4,3.6694554528108,0.72748,2.5231260979443,24.4704333834967,1,0.99216,0.584396767656111,0.048926072704144,0.477708978957138,0.370945945945946,0.514,0.556,257,0.514,0.27252,0.642,0.99649923664122,2.05066831630388,0,0.21
"AO8",78,92.8823529411765,21.6300397992732,0.953768,3.58572614780126,25.9089907745486,8,0.907717948717949,0.823035527606246,0.277308202554785,0.448990463616326,0.48774025974026,0.122,0.202,61,0.122,0.046232,0.16,0.994476335877863,2.04521056602602,0,0.642
"AO9",92,116.391304347826,26.567481402763,0.96236,3.75468442603006,33.1050425052211,9,0.99604347826087,0.830353821734938,0.288776971769163,0.459373692774758,0.477978021978022,0.082,0.16,41,0.082,0.03764,0.29,0.993447328244276,2.04702117046169,0,0.584
"AP1",53,63.5,9.52526099215118,0.895016,2.95284964721656,14.983729049146,4,1,0.743736156310663,0.179721905512286,0.382169347843885,0.463153846153846,0.228,0.424,114,0.228,0.104984,0.488,0.996819083969466,2.03161050455157,0,0.262
"AP10",28,28.3333333333333,12.9092223484457,0.922536,2.8552726700615,6.40751711355849,6,1,0.856871978098178,0.461043655301633,0.385370531033756,0.608296296296296,0.182,0.292,91,0.182,0.077464,0.562,0.997441221374046,1.66056754698041,0,0.286
"AP11",22,40,2.13212342436079,0.530984,1.38295702144963,4.7056775666431,1,1,0.447407967479415,0.0969147011073086,0.24560385135052,0.287428571428571,0.674,0.744,337,0.674,0.469016,0.898,0.999269465648855,2.02350665207915,0,0.0239999999999999
"AP12",51,62,10.9094082736952,0.908336,3.03023131410139,14.2118268069773,5,0.998039215686275,0.770693208997107,0.213909966150887,0.401509566665968,0.47132,0.194,0.386,97,0.194,0.091664,0.678,0.996654961832062,2.03360879816789,0,0.2
"AP2",52,59.3333333333333,4.68375299760192,0.786496,2.61270227849853,14.5959186261464,3,1,0.661235414614348,0.0900721730308061,0.439084328320807,0.443137254901961,0.448,0.496,224,0.448,0.213504,0.752,0.997065648854962,2.0483326256954,0,0.17
"AP3",55,66.6666666666667,10.1518720051978,0.901496,3.01573561214472,15.7705219969817,3,1,0.752554248111459,0.184579491003596,0.40434190572487,0.484814814814815,0.212,0.394,106,0.212,0.098504,0.396,0.996536641221374,2.03051508166395,0,0.542
"AP4",32,37.625,7.4827895839569,0.86636,2.40282929825684,7.6212341912171,3,1,0.693309982539571,0.233837174498653,0.261769709321115,0.362064516129032,0.236,0.422,118,0.236,0.13364,0.61,0.998383969465649,2.03651490876345,0,0.308
"AP5",47,53.4285714285714,10.7675079679559,0.907128,2.9845784980518,12.7125915328151,4,1,0.775185475155858,0.229095914211828,0.380396915433519,0.499956521739131,0.232,0.352,116,0.232,0.092872,0.702,0.996892366412214,1.97941730017935,0,0.226
"AP6",51,59.25,7.15635197801569,0.860264,2.80478338924483,14.2118268069773,3,1,0.713353961045678,0.140320627019915,0.403873160720809,0.4244,0.334,0.452,167,0.334,0.139736,0.352,0.997051908396946,2.02074881458923,0,0.588
"AP7",32,48.5,1.79417252763026,0.44264,1.35289338060215,7.6212341912171,1,1,0.390362514209246,0.0560678914884455,0.360945121137706,0.264258064516129,0.744,0.77,372,0.744,0.55736,0.172,0.99896106870229,2.05375744820078,0,0.0620000000000001
"AP8",55,62.3333333333333,20.1710505083105,0.950424,3.34247478628733,15.7705219969817,7,1,0.834089563254877,0.366746372878372,0.387510720953715,0.485555555555556,0.098,0.176,49,0.098,0.049576,0.614,0.995914503816794,2.00870523858616,0,0.246
"AP9",58,63.5,25.6778964667214,0.961056,3.5433009160664,16.9787193852669,10,1,0.872638996991999,0.442722352874508,0.423178191147762,0.55719298245614,0.098,0.164,49,0.098,0.038944,0.494,0.995020610687023,1.98112319160767,0,0.354
"AQ1",54,90.1111111111111,10.0498472423219,0.900496,2.88864620120554,15.3752619859277,4,1,0.724155867129512,0.186108282265221,0.318255916062387,0.392452830188679,0.24,0.372,120,0.24,0.099504,0.528,0.997191603053436,2.04088411550151,0,0.274
"AQ10",39,154.5,4.01090967431413,0.75068,2.11926569767657,9.89236318240489,2,1,0.578471417265616,0.102843837802927,0.283918476880405,0.326578947368421,0.464,0.608,232,0.464,0.24932,0.832,0.998512977099237,2.03066978018364,0,0.114
"AQ11",82,111,16.9055991344333,0.940848,3.54242704808841,27.8830373143265,8,0.99209756097561,0.803869465995046,0.206165843102845,0.44904118474901,0.493135802469136,0.184,0.28,92,0.184,0.059152,0.396,0.994393129770993,2.04611554861053,0,0.316
